T19AC 419:799 SEGGER J-Link V4.82 Log File (0000ms, 2775ms total)
T19AC 419:799 DLL Compiled: Mar 10 2014 19:07:45 (0000ms, 2775ms total)
T19AC 419:799 Logging started @ 2014-04-02 13:42 (0000ms, 2775ms total)
T19AC 419:799 JLINK_ExecCommand("Device = AT91SAM4SD32B", ...)Device "ATSAM4SD32B" selected (2048 KB flash, 160 KB RAM).  returns 0x00 (0002ms, 2777ms total)
T19AC 419:920 JLINK_ReadMemU32(0xE00FF00C, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  03 10 F0 FF  returns 0x01 (0001ms, 2897ms total)
T19AC 419:921 JLINK_ReadMemU8(0xE0000FF0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  0D  returns 0x01 (0001ms, 2898ms total)
T19AC 419:922 JLINK_ReadMemU8(0xE0000FF4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  E0  returns 0x01 (0001ms, 2899ms total)
T19AC 419:923 JLINK_ReadMemU8(0xE0000FF8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  05  returns 0x01 (0001ms, 2900ms total)
T19AC 419:924 JLINK_ReadMemU8(0xE0000FFC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  B1  returns 0x01 (0001ms, 2901ms total)
T19AC 419:925 JLINK_ReadMemU8(0xE0000FD0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  04  returns 0x01 (0001ms, 2902ms total)
T19AC 419:926 JLINK_ReadMemU8(0xE0000FD4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0002ms, 2904ms total)
T19AC 419:928 JLINK_ReadMemU8(0xE0000FD8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2905ms total)
T19AC 419:929 JLINK_ReadMemU8(0xE0000FDC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2906ms total)
T19AC 419:930 JLINK_ReadMemU8(0xE0000FE0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  01  returns 0x01 (0001ms, 2907ms total)
T19AC 419:931 JLINK_ReadMemU8(0xE0000FE4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  B0  returns 0x01 (0001ms, 2908ms total)
T19AC 419:932 JLINK_ReadMemU8(0xE0000FE8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  3B  returns 0x01 (0001ms, 2909ms total)
T19AC 419:933 JLINK_ReadMemU8(0xE0000FEC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2910ms total)
T19AC 419:934 JLINK_ReadMemU32(0xE00FF010, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  03 10 F4 FF  returns 0x01 (0001ms, 2911ms total)
T19AC 419:935 JLINK_ReadMemU8(0xE0040FF0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  0D  returns 0x01 (0001ms, 2912ms total)
T19AC 419:936 JLINK_ReadMemU8(0xE0040FF4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  90  returns 0x01 (0001ms, 2913ms total)
T19AC 419:937 JLINK_ReadMemU8(0xE0040FF8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  05  returns 0x01 (0001ms, 2914ms total)
T19AC 419:938 JLINK_ReadMemU8(0xE0040FFC, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  B1  returns 0x01 (0001ms, 2915ms total)
T19AC 419:939 JLINK_ReadMemU8(0xE0040FD0, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  04  returns 0x01 (0001ms, 2916ms total)
T19AC 419:940 JLINK_ReadMemU8(0xE0040FD4, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0001ms, 2917ms total)
T19AC 419:941 JLINK_ReadMemU8(0xE0040FD8, 0x0001 Items, ...) -- CPU is running >0x1D8 JTAG> -- Data:  00  returns 0x01 (0002ms, 2919ms total)
